Priceperweek,Population,Monthlyincome,Averageparkingpermonth,Numberofweeklyriders
81,1723675,12697,158,115696
37,1755663,7319,55,154776
65,1732560,8499,126,119874
46,1745258,7089,90,141282
84,1716608,12918,192,115696
49,1760577,5800,127,143409
69,1725892,9441,130,122180
30,1772802,5800,63,161411
60,1737151,8848,120,134149
37,1767384,6107,80,156718
81,1715634,11740,188,115696
62,1735998,8982,113,128635
75,1727109,10876,143,115702
37,1765357,5800,102,158205
39,1756852,6037,58,152280
45,1752567,8822,70,144782
65,1733128,11361,138,132944
49,1757631,5800,72,138842
88,1699393,14191,187,115696
49,1756563,8348,84,142685
49,1755749,8503,152,139285
53,1746635,5800,110,145929
73,1727050,11350,174,116590
15,1783078,5800,50,170810
30,1766291,5800,80,166445
40,1768180,5800,82,145016
36,1768779,5800,84,157419
48,1746777,7879,64,142007
85,1710495,13342,162,115696
40,1758432,5866,92,154505
68,1737396,9342,163,130737
95,1707511,15543,176,115696
63,1737003,8664,91,122265
68,1727733,10328,170,124955
36,1764671,6619,54,149250
86,1708798,12815,159,115696
15,1784615,5800,50,172049
55,1751596,7959,127,131542
54,1741778,5997,128,135142
47,1756229,7068,68,151924
15,1791114,5800,50,171951
27,1759008,5800,55,162568
43,1752389,5800,88,150888
35,1770529,6133,99,159790
57,1755507,8766,84,142767
102,1709191,15489,200,115696
55,1745620,9121,83,132501
57,1750129,7942,125,142330
15,1785495,5800,50,180768
68,1734637,8777,171,124111
63,1728168,9348,137,123150
52,1743383,8387,134,148113
37,1757704,5800,84,150764
70,1721263,10454,124,119099
45,1755539,6923,92,147087
39,1769244,5806,101,151886
54,1741580,9237,101,145303
34,1772234,5800,71,158193
55,1750590,7179,149,143720
59,1741358,8314,133,131108
26,1782251,5800,83,171945
52,1742668,7435,127,134638
44,1757070,5800,55,149463
41,1758975,7674,82,150731
44,1752452,5800,79,147743
36,1768502,5800,90,159611
53,1753763,7246,117,135897
60,1733870,8462,92,125940
57,1735786,9125,110,130703
51,1747527,9020,77,141656
61,1736567,9449,139,134578
57,1741478,8903,70,131599
54,1748675,8633,139,140617
50,1754297,5894,119,132379
42,1748695,5800,62,145202
41,1762338,7171,130,154492
33,1774432,5800,86,155248
69,1736932,10677,129,120085
22,1778651,5800,51,177425
77,1733540,11459,176,123274
47,1746501,7018,138,140319
80,1727525,13360,136,115696
15,1791132,5800,56,185304
73,1720331,9716,119,121255
67,1730006,9224,111,123803
81,1712967,12064,144,115696
38,1762100,5800,90,150257
67,1739722,12067,129,122611
48,1763964,8497,67,141217
65,1736476,10491,133,123731
22,1783674,5800,62,172539
21,1778415,5800,55,170998
37,1764650,5800,87,155895
55,1749042,8452,152,142113
48,1745644,7142,76,148754
62,1742312,9684,102,133612
55,1744640,9960,141,137665
77,1716461,11754,175,119857
60,1742311,8316,143,125532
48,1754179,9774,97,152257
24,1769835,5800,56,168720
56,1747260,8568,131,137390
43,1753967,6404,73,143983
57,1733527,9940,126,134517
28,1764255,5800,50,170474
47,1758218,7047,59,148729
56,1738342,8015,88,131900
51,1749699,8252,94,135174
38,1759161,5800,86,151616
68,1736316,9886,158,127685
40,1767982,5800,89,151064
63,1736720,8877,81,127145
57,1739431,9938,134,136649
45,1754090,6079,114,150262
26,1782809,5800,73,164726
62,1738313,8743,157,131080
22,1785238,5800,55,171742
88,1720868,12464,149,115696
51,1746718,7934,116,154676
42,1758291,6410,103,154039
81,1723403,12165,131,115696
66,1734181,9930,135,129122
45,1753219,9238,93,146242
32,1765882,5800,62,163395
17,1784604,5800,51,172319
45,1741970,6308,70,145732
42,1754943,5860,90,148154
75,1714522,11759,147,115696
65,1736346,10436,115,122617
28,1769638,6691,77,169072
65,1728947,7242,156,116457
75,1727794,12931,140,117541
44,1754406,7352,101,148062
59,1733821,8335,155,137811
102,1697931,15773,200,115696
55,1746216,8689,123,138182
45,1746337,6213,81,151817
15,1785768,5800,50,182512
23,1774550,5800,50,170814
58,1748454,8567,122,144285
79,1724734,11029,163,115696
63,1731873,8295,114,131749
59,1746575,8883,132,128610
21,1777311,5800,53,173135
45,1759057,6578,75,142694
42,1765269,6153,91,155960
35,1759020,5800,56,173976
68,1733424,10220,121,123781
40,1758640,5800,88,154804
30,1774826,5800,50,163840
44,1760744,5800,112,145026
57,1743428,7694,91,138129
15,1782124,5800,50,174564
42,1762363,6745,52,146556
20,1774211,5800,50,166930
67,1727456,10535,121,130822
59,1737561,7982,67,133218
59,1747934,9691,121,143691
15,1785244,5800,50,173429
34,1765610,5800,67,156782
45,1758711,6769,75,137189
43,1753827,6762,95,143631
35,1758205,5800,54,153403
62,1742006,9053,126,127004
44,1759137,5800,82,152161
47,1746994,6380,110,140254
24,1770417,5800,50,168378
29,1778963,5800,66,170727
83,1718820,11972,176,115696
75,1732222,10261,146,115696
43,1756629,7375,90,153787
55,1739301,9115,127,139120
52,1741221,6891,89,144609
55,1747236,8772,134,140135
54,1753226,8647,96,143854
17,1788186,5800,50,177814
38,1762802,6484,53,147986
50,1747521,8614,123,134419
89,1708802,14834,177,115696
37,1757229,6395,65,151798
44,1754956,8759,95,148541
20,1782337,5800,91,170037
49,1754124,7201,86,143870
15,1784690,5800,50,177443
71,1728619,11319,161,115696
49,1750967,6682,111,156620
69,1731136,11529,145,125155
61,1736676,8234,93,130027
21,1782565,5800,50,174337
69,1731252,10102,123,133525
78,1720597,11142,125,117423
51,1735113,6525,106,138919
34,1768005,5800,106,157913
40,1760413,5800,100,154862
92,1705606,13520,182,115696
15,1793905,5800,50,183999
31,1774115,5800,87,168579
42,1767083,7764,72,146517
38,1761479,6097,50,153060
38,1764127,5800,61,148035
58,1736950,9503,135,130703
23,1780507,6071,50,175259
26,1770864,5800,50,163182
45,1757598,6630,110,150117
53,1742823,6586,101,141065
43,1758255,8970,85,135653
70,1742909,10170,156,120878
61,1736487,10137,104,133789
69,1731944,10312,140,116329
67,1728847,9722,173,118941
25,1770870,5800,50,164660
77,1717374,10710,160,115696
57,1745049,6097,101,146232
38,1769238,6280,95,160785
17,1776998,5800,50,169806
62,1736008,9254,124,129532
49,1749975,7584,99,153346
49,1755464,7344,103,142242
73,1725823,9424,141,127373
60,1748217,11614,124,129211
35,1755790,5800,60,159454
31,1761803,5800,69,153355
51,1747483,7538,110,133985
57,1738762,8764,110,129665
75,1718940,11071,150,115696
31,1768947,5800,50,163982
39,1753305,6293,85,155830
15,1793675,5800,50,174512
92,1710195,12579,184,115696
75,1727407,11765,145,115696
32,1762116,6393,65,156940
81,1718857,11487,170,115696
43,1752756,5800,80,147002
43,1759782,6559,82,154058
80,1716799,11960,157,115696
62,1726337,9848,87,139519
56,1751025,8196,119,133021
50,1747525,7573,107,146273
71,1721892,12020,134,115696
23,1779891,5800,55,165792
72,1724335,9558,167,117073
32,1766320,7072,61,155584
60,1742663,9620,129,132111
42,1751149,6739,74,148394
47,1751062,7836,73,144309
79,1722244,10861,179,115696
31,1764228,5800,50,160690
51,1754556,7288,112,145383
31,1773331,5800,50,168623
62,1734239,8721,100,137717
71,1727624,11936,109,123951
30,1777504,5800,74,164395
78,1724287,12083,149,117916
89,1716854,13600,160,115696
56,1737550,8645,105,134392
52,1755972,9751,94,146371
50,1743563,9342,87,138452
41,1763344,6135,70,147535
47,1753026,7788,53,146278
82,1724488,12650,161,115696
97,1700596,14612,191,115696
17,1789466,5800,50,181980
15,1789050,5800,50,182404
84,1722482,11990,159,115696
65,1740798,7738,138,132613
75,1722456,12297,163,115696
41,1758114,6882,64,156846
63,1737670,10767,136,129476
94,1707551,14359,182,115696
37,1755338,6139,71,154853
33,1769097,5800,76,158297
38,1764659,6073,104,149034
36,1756313,5800,98,146267
32,1764706,5800,50,150919
55,1740551,10395,95,131342
61,1741703,8708,122,119934
63,1735720,9710,123,128381
61,1745306,9023,127,124913
44,1758567,6633,84,148051
52,1751597,7354,136,145205
25,1779463,5800,50,169457
54,1745292,8608,105,140787
57,1737653,9123,146,126595
75,1732313,11751,153,120589
25,1782631,5800,50,166656
67,1735766,9909,146,115696
61,1733746,10136,107,128997
35,1766920,5800,73,154323
65,1735063,10525,108,123864
68,1729212,12016,147,115696
88,1715958,14657,166,115696
58,1739720,8414,142,133777
21,1772799,5800,61,172270
56,1746838,8405,98,131434
55,1749638,8994,106,125989
58,1745905,7938,94,140498
50,1743549,6059,105,140673
55,1739468,9559,99,141005
70,1733761,9697,121,122412
46,1746736,5800,69,144934
68,1737208,10332,152,125444
15,1778123,5800,51,183371
71,1723765,9572,138,115696
43,1759533,7224,79,144621
42,1753352,5800,64,158063
16,1789175,5800,70,170373
60,1737223,9179,99,134223
84,1716931,11425,163,118661
16,1784789,5800,50,175289
58,1743248,7590,112,131531
65,1731880,10374,153,128985
42,1752716,7584,79,145729
30,1766389,5800,50,165714
59,1740884,7712,113,121595
27,1772887,5800,57,156103
52,1738336,8402,99,142303
34,1767714,5800,76,159843
53,1747531,9127,112,134869
23,1773633,5800,50,172018
64,1728674,9481,155,129304
15,1787505,5800,50,181019
83,1721124,12256,178,115696
21,1784408,5800,50,168662
83,1721850,12318,159,115696
60,1741252,9201,88,137076
50,1745359,8114,72,139772
46,1752579,8088,97,145242
63,1731444,9317,141,131573
94,1707424,13187,168,115696
66,1733767,11131,125,121725
37,1766649,5800,80,162059
29,1770857,5800,64,169016
77,1726162,12553,170,118236
71,1737786,10382,119,115696
56,1735102,8316,130,146060
36,1757664,5800,60,160023
25,1772545,5800,72,170547
64,1738428,10048,124,136164
29,1772604,5800,76,161933
54,1747131,8141,97,139866
73,1722519,12195,127,115696
38,1770068,5800,50,148905
79,1720939,11097,190,115696
15,1773247,5800,50,173673
15,1779599,5800,50,183054
40,1758346,6465,101,153709
76,1721188,13242,174,115696
45,1754661,7822,107,142443
48,1754920,5800,68,141494
15,1785357,5800,50,180350
80,1726374,12494,159,115696
44,1757881,5800,54,152729
71,1738181,11356,143,118517
15,1785630,5800,50,175550
19,1778199,5800,50,176617
40,1764109,6680,102,143887
61,1743627,9072,156,129081
55,1737685,8803,124,132485
20,1785319,5800,50,172979
60,1731929,8142,108,133083
26,1768778,5800,57,174038
33,1770521,5802,62,154135
84,1716367,12198,179,115696
82,1717807,11533,164,117035
80,1722262,13169,158,115696
68,1733312,10247,102,126846
26,1781215,5800,82,166340
21,1780533,5800,50,182381
85,1715934,12812,142,115696
25,1771305,5800,50,169464
57,1742013,9191,155,140102
37,1764320,5800,84,161322
67,1726626,10029,140,124162
65,1739692,9631,111,123374
50,1751554,6003,133,139829
60,1737769,10420,111,136461
29,1761197,5800,50,150082
54,1746751,7892,95,137725
78,1717519,12147,158,115696
44,1749997,5800,63,145227
50,1751470,7493,94,141054
42,1754993,5800,57,153448
77,1720055,11363,155,115696
62,1736086,8600,114,122696
75,1719075,10717,134,115696
53,1741753,7696,85,142816
53,1751089,9485,111,142795
43,1759364,6110,82,146421
22,1782991,5800,50,164201
15,1778498,5800,50,185194
99,1699828,13973,186,115696
64,1721298,8890,156,125645
75,1724440,9801,114,118489
41,1761594,6706,50,147493
38,1752670,5800,95,150959
61,1740139,7156,127,126325
65,1737453,10380,134,122008
19,1779216,5800,50,170433
41,1764569,6632,50,148201
69,1731595,9767,145,120477
68,1728797,9392,149,115696
30,1775087,5800,50,166251
43,1753087,6202,50,149878
44,1770076,6446,79,146369
36,1755875,5800,102,146557
50,1755219,6747,80,139189
48,1752705,6420,114,130832
39,1769133,7022,90,155520
74,1722623,11470,156,115696
67,1738349,8801,110,130339
66,1735028,9963,138,117308
27,1768621,5800,50,168445
82,1717839,11037,184,115696
50,1748663,7818,116,144068
50,1751710,8693,117,140395
56,1753659,8853,108,133229
63,1729344,10055,91,124337
59,1741126,9409,144,128179
67,1738040,12332,142,123758
73,1734669,10805,122,126809
16,1789351,5800,50,181194
42,1754874,5800,80,156955
47,1757018,5800,116,143952
86,1717858,12104,200,115696
57,1734555,8549,76,137564
45,1753836,5800,109,146829
52,1747002,6461,96,141436
35,1765498,5800,73,164051
72,1721522,10731,108,115696
32,1770747,5800,55,163780
22,1774127,5800,65,171604
46,1749000,7456,73,144922
64,1735886,10641,183,121619
19,1779277,5800,50,177510
66,1734132,10021,145,127626
59,1734768,9114,130,129581
60,1734677,9923,126,133805
46,1751117,7570,64,142046
43,1750485,6069,130,142058
31,1760537,5800,50,160236
15,1789411,5800,50,166812
72,1724201,12290,103,115696
23,1780568,5800,50,174686
19,1778178,5800,50,175502
35,1761110,5800,77,160683
23,1779259,5800,50,175787
26,1784779,5800,50,162845
58,1744493,7389,102,127816
91,1718549,12948,177,115696
59,1744981,8209,130,136757
60,1736404,9388,108,136819
35,1768921,5800,50,150903
49,1753462,6111,106,132809
25,1784190,5800,57,172471
86,1709807,12554,169,115696
54,1746478,7218,65,139933
96,1701346,14023,200,115696
24,1775032,5800,83,178621
51,1749235,6537,91,140640
27,1775318,5800,50,161194
53,1753780,7680,108,140830
52,1745240,8880,115,137069
31,1762031,5800,50,158680
27,1762966,5800,51,168399
31,1773757,5800,100,169112
36,1762329,5800,53,153739
58,1747886,8825,127,119653
71,1727723,11116,130,126873
42,1763671,6960,76,158530
48,1752371,7321,87,150186
83,1715192,13137,194,115696
39,1759085,7692,69,147222
19,1786383,5800,50,175230
33,1769904,5800,62,155786
82,1713444,13129,177,115696
54,1751476,9793,108,137174
45,1757114,7637,102,152996
27,1779644,5800,50,173542
26,1777831,5800,50,165920
59,1740917,7555,140,122185
84,1709751,12894,126,115696
49,1750603,5800,95,144761
15,1795655,5800,50,179772
32,1772047,5876,63,161916
73,1726554,12170,135,116577
56,1741476,7036,122,133642
57,1743140,9592,147,134413
80,1720719,12477,145,115696
64,1734346,7963,87,125045
52,1748006,9819,115,135008
44,1760014,7762,116,145201
15,1789968,5800,50,176533
97,1698664,14539,159,115696
45,1752425,7652,67,153160
25,1766108,5800,65,166032
50,1756224,5800,99,145107
60,1736197,7604,114,126109
46,1751361,7858,72,143274
59,1741795,7880,127,136598
27,1775742,5800,66,166837
35,1757230,5800,112,143981
15,1779677,5800,50,182654
63,1738237,10190,105,128904
53,1747824,7634,83,135246
70,1729807,10278,152,120844
51,1744415,9223,77,144696
65,1743901,11440,119,119169
46,1751589,5831,79,147424
39,1755532,5800,65,142017
60,1745759,8759,103,132937
87,1706234,14143,179,115696
61,1741108,10406,118,133884
55,1745833,7582,121,139850
43,1760652,6973,116,138506
88,1710936,14071,186,115696
51,1755049,7053,74,136655
37,1769826,5800,58,160683
91,1713444,15202,200,115696
62,1730117,8801,114,129096
54,1737279,8380,100,139939
67,1735934,11784,98,132563
75,1730038,10482,137,115696
52,1744198,10021,111,147645
77,1729464,12409,155,119636
67,1733966,8877,146,136063
45,1752293,7082,86,151884
52,1749151,7764,97,134496
49,1751343,8443,84,144784
85,1709889,11970,147,115696
19,1778564,5800,50,180683
48,1744273,5814,91,148457
75,1725388,10700,142,120174
38,1760325,5800,69,157017
15,1788818,5800,50,178251
26,1764913,5800,50,172809
67,1730340,10303,127,125541
39,1760121,5800,58,160701
43,1755580,7253,64,145969
57,1755141,6926,122,137978
15,1790283,5800,62,171705
16,1787698,5800,50,171816
42,1758236,5800,88,154704
32,1772797,5800,50,170858
67,1734091,9885,105,122611
48,1753568,6980,92,145492
47,1749728,7197,88,152678
50,1745702,6882,133,150500
54,1750630,7424,140,138237
35,1767977,5800,76,147286
81,1722284,11484,166,118561
49,1744858,6987,58,144006
60,1744553,9373,123,135600
56,1756123,7316,121,138075
57,1745228,10346,85,136931
24,1776902,5800,51,161317
55,1741684,7486,77,137971
46,1750197,8324,86,144444
37,1762747,5800,65,156730
84,1714764,11639,171,115696
52,1745090,6126,121,147857
30,1769888,5800,76,158855
21,1779447,5800,52,172594
15,1787060,5800,50,174574
46,1753375,5800,77,145810
25,1768430,5800,73,161207
48,1745276,7154,90,135696
72,1734356,9626,125,116644
58,1743338,8242,115,125600
57,1741018,9374,100,135287
72,1729404,10597,157,115696
31,1778909,5800,82,157553
48,1746778,8216,116,137126
15,1775779,5800,51,172521
15,1779827,5800,50,184255
44,1754579,6111,62,148876
50,1756419,7590,89,141589
70,1733556,8725,113,119196
61,1730148,8200,119,121108
77,1727733,11438,149,116856
101,1703041,15353,200,115696
70,1726794,11183,158,120587
15,1780051,5800,50,179502
32,1768675,5800,74,169704
36,1760866,5800,74,149612
64,1733001,9590,134,137049
35,1765247,5800,120,159615
95,1701262,14810,171,115696
20,1773920,5800,50,167635
22,1782692,5800,79,170293
31,1768176,5800,50,159960
40,1760337,5858,97,145446
38,1761399,6971,50,153267
32,1765946,6069,73,153183
67,1737944,10030,128,130788
56,1754185,9805,109,127084
49,1756601,7801,126,146040
61,1742404,10213,96,129927
63,1741956,7931,108,125867
45,1752871,7260,101,146001
48,1749697,7060,112,148289
63,1740028,9561,93,117604
72,1732336,10215,123,119717
15,1791018,5800,50,168968
61,1732890,10950,112,127234
54,1747908,7422,92,134177
55,1747447,7912,106,131519
55,1741948,9178,115,136851
61,1731857,7745,100,127964
52,1744380,9551,105,137207
55,1748377,7711,125,138196
28,1772141,5800,50,171386
75,1724794,12377,142,116031
20,1775255,5800,72,168255
16,1788826,5800,50,176943
39,1767015,6153,71,154445
56,1735328,8062,123,136222
21,1770303,5800,50,170760
70,1731171,10311,105,120030
69,1732586,11057,136,131354
62,1734495,8832,100,127205
41,1755823,5800,60,152843
70,1733540,10325,134,124072
61,1738106,9810,139,134493
60,1740369,8780,104,132742
41,1760102,5825,106,142688
59,1745558,8404,138,134646
30,1771129,5800,50,171297
63,1743936,10119,139,137486
47,1750586,5800,116,147212
53,1741477,7874,138,139890
49,1749251,6907,70,143556
71,1730860,10573,131,118898
35,1763374,5800,89,157550
50,1752161,5800,94,145912
87,1710476,13328,198,115696
102,1700926,15016,190,115696
25,1782924,5800,50,168081
92,1707891,13648,184,115696
51,1745041,6045,140,145795
18,1780499,5800,55,170497
18,1786834,5800,63,170258
44,1760161,6011,82,141556
43,1766661,7120,74,153036
86,1712709,11783,194,115696
31,1771069,5800,60,161694
63,1733790,8704,157,123571
83,1726121,11982,169,115696
41,1759379,5800,68,157869
42,1754079,7240,88,147336
34,1766860,5800,57,158142
66,1735114,9353,102,129360
56,1735019,10026,97,133984
80,1725880,14177,156,115696
67,1741537,9753,127,127297
72,1723073,10579,166,117822
43,1749516,7555,52,148506
45,1755209,5800,92,153161
54,1747882,7900,115,132196
40,1761739,5858,77,150674
56,1741430,9439,123,139692
25,1772678,5800,50,167049
24,1780996,5800,50,168038
74,1722257,11076,192,122256
99,1694151,15737,187,115696
67,1736560,8872,140,118973
23,1772762,5800,50,166563
75,1728913,9985,139,115696
76,1714513,12191,155,124730
61,1739779,9856,127,135817
49,1738687,7811,66,140972
28,1774556,5800,62,177116
74,1725851,11885,163,122223
15,1779986,5800,50,170712
66,1736482,9182,172,119308
54,1748364,8329,113,142509
41,1762470,6504,70,155663
27,1786605,5800,68,161752
47,1758855,7663,80,144210
51,1757288,8100,96,149243
25,1769580,5800,50,170602
73,1726453,11636,121,130000
72,1731755,11196,149,118498
83,1727102,11713,179,119489
92,1714878,13607,190,115696
55,1741666,8291,104,136253
37,1769975,6256,74,152314
57,1741894,7609,100,139893
44,1754992,7043,58,158123
51,1743896,8550,98,132562
45,1752623,6226,62,148471
17,1773060,5800,50,176801
38,1761863,5800,71,149388
68,1733131,10439,103,124355
66,1730124,10206,113,134899
46,1752607,8756,93,147624
64,1742540,9123,131,127195
52,1746840,6368,107,136835
49,1748604,6957,130,139644
67,1731716,10276,110,122533
15,1785212,5800,80,179565
75,1723300,11330,177,120220
59,1736831,7306,89,134678
41,1755580,6371,54,152778
73,1734413,10654,144,115696
69,1730523,8762,125,122502
90,1705972,14788,192,115696
72,1724650,10588,135,132687
39,1767232,6398,92,156722
46,1751966,7065,86,136543
49,1748538,7803,98,140886
50,1757298,7227,144,139938
68,1730098,7839,99,118297
58,1731951,8321,121,139632
45,1759443,6684,66,146470
70,1728318,10342,194,116534
56,1737959,7744,123,143356
57,1739279,8758,133,117427
37,1765727,6731,50,166811
38,1765600,5800,114,156342
32,1764273,5800,50,159890
62,1743176,8843,118,133325
38,1763046,5800,81,147288
67,1731560,9352,131,128406
23,1778218,5800,50,174601
60,1742623,9699,95,132431
41,1763547,5800,101,147650
28,1764424,5800,61,170989
43,1762002,6549,116,149150
43,1755273,7529,50,151393
60,1735819,9309,140,134772
36,1771380,7439,66,150245
34,1770749,5800,75,155439
50,1744877,8874,109,144268
56,1747018,8695,105,134480
55,1741756,6294,113,131311
48,1746532,7468,113,138937
78,1726360,12075,172,115696
60,1752128,8211,157,135301
40,1758705,7118,87,151580
57,1746673,9050,102,140707
15,1796697,5800,54,171465
52,1747185,7347,85,141394
15,1779137,5800,50,174972
15,1788477,5800,50,181343
54,1743059,7459,100,134575
19,1784199,5800,50,168571
50,1753877,9118,106,146897
66,1734031,10344,112,122877
49,1751303,7465,106,135773
68,1737777,11391,143,121093
76,1721124,11222,184,115696
53,1749504,8107,91,134506
60,1726320,10591,66,131141
44,1764876,5867,94,149411
51,1748367,7758,147,139403
37,1764152,5800,70,161190
73,1725234,12115,131,121057
63,1733855,10101,115,126673
59,1736746,7037,113,130682
65,1738080,8445,130,124703
61,1737462,9647,107,132410
60,1738205,9041,131,138602
47,1752797,6822,63,157779
39,1753438,5800,117,150771
19,1777852,5800,50,174276
35,1758720,6197,50,154907
32,1759845,6713,79,154434
58,1741775,9388,115,126769
15,1786071,5800,50,180267
69,1745001,10408,110,115696
25,1773364,5800,63,166231
15,1784160,5800,50,168945
58,1751142,10039,120,131029
61,1730669,8180,139,129752
41,1755387,5901,103,155167
47,1747616,7466,70,148959
38,1773410,6265,50,153091
61,1736270,7846,102,135629
57,1739097,7510,133,136611
61,1742905,8375,126,131221
57,1742120,7621,119,132277
69,1733060,9277,142,122396
39,1765413,6048,65,154059
52,1744149,6922,101,134588
85,1710798,12232,189,115696
44,1751142,6374,112,150424
90,1710987,14093,175,115696
49,1755409,7849,82,146971
74,1731823,8414,147,119432
49,1753831,5800,109,137312
44,1761844,7545,57,144066
55,1746876,7455,82,141390
53,1749728,8257,108,136415
40,1766242,5860,103,158700
51,1749128,8986,89,139701
102,1692769,15724,200,115696
55,1742081,8649,105,134436
33,1761634,5987,85,170117
55,1738945,7965,114,143868
26,1774046,5800,52,161633
58,1737296,8574,86,138812
49,1741183,7814,82,141909
102,1703785,15907,168,115696
71,1730061,10824,130,123908
52,1755733,8305,87,139428
15,1786059,5800,56,178294
65,1745241,9619,145,126370
77,1725572,11182,158,117608
67,1739780,8510,125,127672
34,1767224,5800,85,158720
53,1747972,6293,128,142187
56,1743970,7259,105,132683
33,1771885,6423,50,162459
23,1786361,5800,77,170858
45,1761315,7572,56,137608
36,1767046,5800,105,160171
55,1752444,7908,106,138216
71,1731582,12142,100,120868
53,1753968,7288,118,137108
51,1741060,7121,101,141313
74,1732097,13054,126,117093
36,1764037,6648,85,157452
34,1766520,5800,70,154678
65,1743601,11495,130,131866
86,1718419,12094,200,115696
15,1779540,5800,50,181932
28,1773334,5800,69,157528
55,1746467,8465,108,137383
85,1714605,12988,153,115696
31,1769183,5800,96,165682
79,1723715,11620,158,115696
27,1774563,5800,51,165314
40,1755077,6472,75,145626
37,1755393,5800,68,155380
50,1742762,6436,127,142447
38,1763365,5939,83,152624
77,1732249,10748,186,118924
36,1767304,5800,87,155974
57,1745629,6656,103,132695
62,1737545,10375,102,123573
48,1752899,6895,128,140833
55,1737977,8420,129,137497
62,1737248,8275,111,132167
74,1719026,11620,150,125517
56,1754236,7287,66,139130
27,1776284,5800,50,158247
39,1756403,6290,50,156711
19,1795267,5800,75,180819
83,1718408,12981,119,115696
63,1744284,8483,110,137535
74,1726881,9854,116,122251
51,1754704,7715,101,140512
15,1782700,5800,50,178917
78,1717994,10559,136,115696
64,1732223,9411,122,120532
15,1775081,5800,52,181880
35,1761313,5928,92,156371
48,1743798,6577,89,146362
68,1740680,11958,127,130161
45,1763857,7979,108,144281
26,1768694,5800,50,167228
40,1762299,6709,63,150981
15,1788125,5800,50,171108
53,1749151,8712,80,135973
81,1715103,12194,153,115696
15,1791056,5800,53,176257
96,1706685,15095,200,115696
71,1729373,8507,131,115696
102,1703786,15069,200,115696
34,1766214,7335,70,153517
35,1759743,7502,81,163624
73,1723310,11485,116,118101
50,1744195,7677,81,143248
15,1786146,5800,50,185590
71,1735870,11749,156,129192
45,1759239,7128,77,145098
102,1703582,15766,186,115696
30,1767281,5800,50,168553
40,1761216,5800,121,145449
22,1784772,5800,50,173275
62,1732636,10259,114,125984
72,1724333,9580,167,122012
19,1774114,5800,50,183340
31,1771371,5800,66,157951
53,1746118,8023,95,138983
15,1794082,5800,52,178268
68,1725827,12025,134,119093
52,1738556,6546,94,142469
71,1738417,10021,154,120991
53,1739929,7896,105,134951
73,1719664,10540,147,121366
38,1758542,6176,57,158074
48,1749083,6185,91,133199
41,1755623,6799,98,151284
57,1746096,10889,137,130894
55,1742258,9469,113,140356
18,1783696,5800,50,168995
89,1703537,14145,159,115696
58,1735261,8672,123,135222
75,1721887,11527,174,122842
38,1761362,5800,113,157338
77,1725212,11801,122,116272
63,1742881,9735,96,129968
102,1704526,16200,200,115696
15,1784500,5800,50,185781
93,1709432,13514,183,115696
67,1728202,9848,129,131634
20,1783422,5800,50,174719
47,1757299,7098,89,138712
36,1756824,5800,113,155094
31,1773635,7002,78,162827
38,1772741,6468,66,148084
19,1795157,5800,62,176764
38,1757968,5974,93,144548
56,1748891,8128,115,138418
53,1736104,9451,115,136438
40,1750301,5800,50,149577
15,1782418,5800,50,179446
53,1752562,8561,126,143031
28,1771708,5800,50,164866
36,1762916,5800,64,155153
32,1771637,5800,50,158224
68,1728303,9952,143,123262
28,1770489,5800,110,161726
28,1767666,5800,50,157053
50,1745450,7828,81,145958
39,1763047,6802,74,158964
52,1748392,8401,104,146492
45,1759962,8016,83,158366
60,1740060,8758,82,131842
49,1755466,7772,93,140052
68,1741425,10159,125,126180
66,1738454,11560,115,118856
28,1780489,5800,89,165115
27,1775232,5800,50,154997
41,1765187,5800,95,156344
18,1783388,5800,50,178255
42,1761079,7635,73,154066
17,1779702,5800,50,172532
35,1761076,5963,76,149068
82,1724192,14162,133,115696
33,1770192,6733,50,166187
55,1750541,7850,82,125847
34,1767873,5800,97,157178
56,1730257,10275,98,136746
76,1722687,11087,160,116767
37,1762158,6730,86,154425
15,1784025,5800,50,174358
37,1757318,5800,98,147267
15,1781868,5800,50,180476
51,1754901,9874,120,135359
56,1746312,6715,141,136066
52,1748391,9214,101,135773
52,1744122,7304,160,139648
43,1758077,6031,73,141002
43,1751856,8836,87,143830
80,1724816,10646,160,115696
61,1740987,8550,94,128997
67,1731602,9675,152,125764
15,1792468,5800,56,172907
23,1784336,5800,50,167066
41,1768411,5800,75,155890
49,1746242,5800,124,143853
51,1756106,6391,139,142425
33,1764961,5800,50,156493
50,1748958,8749,134,141421
25,1770149,5800,50,161983
39,1760385,6173,61,154569
15,1780007,5800,50,174805
60,1740656,8752,132,135123
63,1740154,10219,113,132574
53,1752685,8845,107,140286
51,1748076,6979,81,141942
59,1748887,7443,160,131080
53,1746135,8384,90,135818
82,1710870,12504,168,115696
48,1755897,6887,117,140500
70,1737676,10008,170,126053
15,1781870,5800,50,174383
64,1733892,10318,119,129515
74,1730992,10878,144,118342
62,1741383,10480,83,124596
55,1755954,9101,160,131840
47,1756075,8286,110,140510
46,1749259,6319,106,138623
47,1745826,8282,67,148194
35,1764512,6575,57,155838
58,1742924,8238,108,127985
53,1750534,5800,101,141197
71,1725815,10609,167,118863
39,1765273,5800,84,161064
44,1747731,8326,104,142562
26,1773716,5800,59,155992
64,1738891,9704,128,120767
33,1765267,6653,68,155770
67,1728023,9247,133,115696
39,1761371,6394,71,155856
